dataset,scanner_label,image_name,mean_intensity,std_intensity,fft_feature,lbp_mean,lbp_std,noise_variance
Official,Canon120-1,s1_23.tif,251.2226677,21.08279335,7666.579825,6.822216034,2.060934111,189.10773
Official,Canon120-1,s1_24.tif,252.2175407,18.78854186,6677.290181,7.092727661,1.619671788,160.27473
Official,Canon120-1,s1_25.tif,249.191143,29.78657255,9500.670609,6.937679291,1.797771586,260.32983
Official,Canon120-1,s1_26.tif,250.7742043,24.35575881,8712.78214,6.881904602,1.925763425,216.14694
Official,Canon120-1,s1_27.tif,245.8245735,35.15923955,10687.72249,6.755142212,2.042170416,305.4825
Official,Canon120-1,s1_28.tif,252.1349106,20.49653492,7398.919892,7.036727905,1.666175192,160.40868
Official,Canon120-1,s1_29.tif,253.1002846,13.78616994,5282.0544,6.98299408,1.799550263,62.83858
Official,Canon120-1,s1_3.tif,249.785511,26.48528017,9118.534447,6.939064026,1.778646724,256.60995
Official,Canon120-1,s1_31.tif,244.5486183,35.06445015,10179.82325,6.595737457,2.221922658,377.45905
Official,Canon120-1,s1_33.tif,245.0477104,35.850896,12855.7897,6.723361969,2.066787874,514.57733
Official,Canon120-1,s1_34.tif,251.4141846,21.34102098,7882.823198,6.966087341,1.764544959,159.41481
Official,Canon120-1,s1_35.tif,248.0228195,32.53734904,11655.96053,6.859004974,1.934719609,321.05893
Official,Canon120-1,s1_4.tif,246.2108421,34.00315234,12438.20993,6.77437973,2.058062492,510.6099
Official,Canon120-1,s1_5.tif,251.9862442,20.04028406,7715.832794,6.934593201,1.835464258,175.5831
Official,Canon120-1,s1_6.tif,253.2444382,13.83487472,5159.170748,7.622493744,1.083082401,81.92784
Official,Canon120-1,s1_7.tif,251.6092682,21.32798693,8131.915732,6.90460968,1.906438769,203.31404
Official,Canon120-1,s1_8.tif,250.6658058,24.62626569,8743.421982,6.833122253,2.118165428,271.05334
Official,Canon120-1,s1_9.tif,248.281517,30.66768904,10773.93239,6.898349762,1.883290921,389.8951
Official,Canon120-2,s2_1.tif,248.4374771,28.59652782,6750.670015,7.28874588,1.434762698,263.92694
Official,Canon120-2,s2_10.tif,247.1877441,30.63663283,7175.860682,7.422832489,1.414333562,164.26962
Official,Canon120-2,s2_100.tif,251.1320763,23.71083471,8219.751441,7.083015442,1.646867099,188.94159
Official,Canon120-2,s2_11.tif,247.9948845,31.26704882,9908.281775,7.146213531,1.600972621,389.74115
Official,Canon120-2,s2_12.tif,251.5328407,20.69978648,6799.623998,6.80241394,1.93752543,154.71521
Official,Canon120-2,s2_13.tif,249.7789726,26.81040043,8573.338586,7.018894196,1.689523591,280.9468
Official,Canon120-2,s2_14.tif,249.6057129,27.5051229,10287.89226,7.062034607,1.707600101,330.59164
Official,Canon120-2,s2_15.tif,249.568676,27.56316305,10321.70097,7.104106903,1.646133121,322.18054
Official,Canon120-2,s2_16.tif,249.2889709,25.30540309,9466.539501,6.988220215,1.777708179,255.58923
Official,Canon120-2,s2_17.tif,250.4446373,23.79626813,8234.453829,6.933761597,1.813966183,227.88147
Official,Canon120-2,s2_18.tif,253.2203827,15.69453449,6135.690671,7.317771912,1.358233745,103.94754
Official,Canon120-2,s2_19.tif,250.5839119,23.42713184,8270.543585,7.512340546,1.307421464,188.15631
Official,Canon120-2,s2_2.tif,243.5932503,37.17696263,13481.31564,6.609546661,2.302011281,630.278
Official,Canon120-2,s2_20.tif,247.1943779,31.49572982,10623.78943,6.634483337,2.334136309,383.28546
Official,Canon120-2,s2_21.tif,252.819767,17.05006548,6276.029099,7.187274933,1.483844364,139.11995
Official,Canon120-2,s2_22.tif,253.4183807,14.68216789,5487.367039,7.268505096,1.377937275,79.062004
Official,Canon120-2,s2_23.tif,251.4225159,20.43361019,7438.922592,6.96786499,1.812812825,185.7203
Official,Canon120-2,s2_24.tif,252.1937408,18.82894536,6691.861904,7.256668091,1.453692377,160.59741
Official,Canon120-2,s2_25.tif,248.976326,30.11098227,9560.733333,7.086914063,1.621159343,245.8597
Official,Canon120-2,s2_26.tif,251.039917,24.00030011,8710.656828,7.069675446,1.644387865,205.12646
Official,Canon120-2,s2_27.tif,246.0133476,34.94386249,10620.29056,6.899059296,1.893099096,301.28122
Official,Canon120-2,s2_28.tif,252.2902908,20.10714835,7291.311147,7.230792999,1.44738264,153.61154
Official,Canon120-2,s2_29.tif,253.0753784,13.90617354,5338.025412,7.02186203,1.742857071,65.03258
Official,Canon120-2,s2_3.tif,249.2708397,26.11963695,8280.008161,7.381351471,1.398693449,207.50247
Official,Canon120-2,s2_30.tif,249.9350204,21.70568553,5594.148324,6.984111786,1.793926787,80.51021
Official,Canon120-2,s2_31.tif,245.0292931,34.02075,10229.06518,6.723751068,2.046345539,359.54102
Official,Canon120-2,s2_32.tif,251.2310829,21.61181792,7039.907496,6.97265625,1.745495039,181.71072
Official,Canon120-2,s2_33.tif,245.0823326,35.69084694,12675.39819,6.767662048,2.023519719,505.77505
Official,Canon120-2,s2_34.tif,251.2450142,22.13595413,8119.073531,7.045593262,1.671670856,171.33258
Official,Canon120-2,s2_35.tif,248.1797943,32.23289521,11557.00214,7.042251587,1.710941983,315.64392
Official,Canon120-2,s2_36.tif,250.9611359,24.72302626,9108.867381,7.209278107,1.52268836,251.47684
Official,Canon120-2,s2_37.tif,250.3412857,26.13542577,9876.002889,7.074680328,1.656304105,283.21777
Official,Canon120-2,s2_38.tif,251.4794731,21.7857857,8138.786749,6.962825775,1.797555002,192.71544
Official,Canon120-2,s2_39.tif,251.6473007,20.0706744,6911.868399,7.199192047,1.477884387,151.10272
Official,Canon120-2,s2_4.tif,247.4103508,28.69635745,10513.04323,7.274459839,1.642620117,335.9479
Official,Canon120-2,s2_40.tif,251.0257912,20.63135247,7183.780605,6.872989655,1.909099703,143.29663
Official,Canon120-2,s2_41.tif,244.2986755,40.27867967,8816.034693,6.930290222,1.817919946,332.8222
Official,Canon120-2,s2_42.tif,246.8914909,34.1205691,9266.316126,6.906719208,1.89864446,236.22713
Official,Canon120-2,s2_43.tif,251.4656792,21.41787998,8247.116549,7.160820007,1.596607892,214.17316
Official,Canon120-2,s2_44.tif,248.7573624,29.72244094,10586.15086,7.020935059,1.73186261,358.01215
Official,Canon120-2,s2_45.tif,250.5738716,24.00718577,8627.157513,7.017665863,1.722847997,227.40044
Official,Canon120-2,s2_46.tif,249.5440254,27.1785314,10500.20935,7.0548172,1.72023892,332.5482
Official,Canon120-2,s2_47.tif,250.1054497,21.14965646,7622.891361,6.746196747,2.079333152,192.25734
Official,Canon120-2,s2_48.tif,251.3248596,17.31333761,6163.097469,6.71629715,2.193361754,123.12278
Official,Canon120-2,s2_49.tif,252.2711372,19.89394022,7484.840204,7.183853149,1.531570107,148.11156
Official,Canon120-2,s2_5.tif,251.9738693,20.45284365,7891.407883,7.164672852,1.527115705,183.48929
Official,Canon120-2,s2_50.tif,250.4415855,25.19798159,7921.208467,6.958251953,1.774172038,148.56125
Official,Canon120-2,s2_51.tif,250.3312073,24.45041678,8165.778626,7.07926178,1.632082366,239.54655
Official,Canon120-2,s2_52.tif,240.4298134,31.11194043,5746.899914,6.870574951,2.131215479,77.29196
Official,Canon120-2,s2_53.tif,249.8172493,26.23959871,8786.191279,7.018356323,1.715116976,211.49208
Official,Canon120-2,s2_54.tif,251.8904419,19.53728671,7019.052179,7.02437973,1.704744953,114.97798
Official,Canon120-2,s2_55.tif,247.1541328,25.64620744,7043.748649,6.718273163,2.141405954,199.00092
Official,Canon120-2,s2_56.tif,244.2512398,33.33736055,9714.058969,6.676494598,2.219205675,319.24335
Official,Canon120-2,s2_57.tif,250.9253922,22.14999709,7607.81175,7.04536438,1.688034003,194.15376
Official,Canon120-2,s2_58.tif,251.5663567,20.50693355,7740.705431,7.090072632,1.664854571,185.60362
Official,Canon120-2,s2_59.tif,246.4116173,34.05586782,9342.820951,6.879016876,1.879979979,288.16177
Official,Canon120-2,s2_6.tif,253.2574921,13.86432014,5216.133821,7.673866272,1.033562163,80.84642
Official,Canon120-2,s2_60.tif,251.3846741,22.8617595,8534.32836,7.233203888,1.487184516,214.62524
Official,Canon120-2,s2_61.tif,251.9472122,19.69223126,7613.592197,7.113544464,1.622682943,170.11952
Official,Canon120-2,s2_62.tif,249.1996956,28.78204584,10565.68956,7.137653351,1.619770472,318.47607
Official,Canon120-2,s2_63.tif,247.4883881,29.12632537,10143.49731,6.322093964,2.792371136,300.10226
Official,Canon120-2,s2_64.tif,246.3050079,33.67690159,9265.709075,6.639587402,2.29201879,235.96274
Official,Canon120-2,s2_65.tif,246.6408348,33.8408794,10719.76009,6.919490814,1.88122122,336.3934
Official,Canon120-2,s2_66.tif,245.6440468,37.29951835,9320.636992,7.074035645,1.718613627,238.05643
Official,Canon120-2,s2_67.tif,233.3290596,32.92595295,6835.512221,6.435916901,2.664982678,101.02352
Official,Canon120-2,s2_68.tif,249.4338875,29.87539278,9537.922038,7.143959045,1.603125754,238.20343
Official,Canon120-2,s2_69.tif,251.1499825,22.94296292,8360.902719,6.919151306,1.858628573,234.33142
Official,Canon120-2,s2_7.tif,251.7839203,18.65324302,6855.212156,7.534542084,1.296005835,136.74463
Official,Canon120-2,s2_70.tif,243.0682755,39.56450938,14314.20927,6.618522644,2.281420141,674.75275
Official,Canon120-2,s2_71.tif,251.84515,19.88955301,7341.418217,7.103977203,1.627002238,155.2771
Official,Canon120-2,s2_72.tif,248.7149734,30.2374347,11020.73175,7.097652435,1.689875529,368.10336
Official,Canon120-2,s2_73.tif,247.3507919,32.16756436,11683.58245,6.805606842,1.980386809,380.8525
Official,Canon120-2,s2_74.tif,251.9165878,18.98786218,7121.17899,7.138500214,1.611874283,160.0335
Official,Canon120-2,s2_75.tif,252.0350037,18.11855973,6443.269988,6.911060333,1.864130043,114.89661
Official,Canon120-2,s2_76.tif,251.832489,19.84004605,7291.554985,6.848587036,2.040947514,120.090866
Official,Canon120-2,s2_77.tif,247.148838,30.9095014,9547.417828,6.879631042,1.953538899,361.99197
Official,Canon120-2,s2_78.tif,248.0191154,28.92717816,9357.194598,6.880897522,2.006097447,322.45624
Official,Canon120-2,s2_79.tif,250.303791,24.64297542,8587.104099,6.961341858,1.797989462,252.7927
Official,Canon120-2,s2_8.tif,251.2100258,21.04033997,7294.010112,7.461265564,1.325305329,175.0313
Official,Canon120-2,s2_80.tif,249.9186401,26.3429122,9028.668641,7.005390167,1.767021649,271.6329
Official,Canon120-2,s2_81.tif,247.7727776,31.32156956,9265.999695,6.953617096,1.779552017,389.81046
Official,Canon120-2,s2_82.tif,251.2415314,24.02911353,9036.137588,6.909107208,1.867848603,184.36758
Official,Canon120-2,s2_83.tif,249.2494583,28.36630848,10804.90766,6.944236755,1.844114988,355.0296
Official,Canon120-2,s2_84.tif,251.9722672,18.62350974,7110.757922,6.899486542,1.90580226,128.30925
Official,Canon120-2,s2_85.tif,249.8198853,27.7581085,8815.358439,6.988811493,1.747958692,193.37148
Official,Canon120-2,s2_86.tif,249.8892365,26.88410929,9617.240451,7.084819794,1.657917875,253.70155
Official,Canon120-2,s2_87.tif,250.3563843,25.63771695,9790.686693,6.949737549,1.814235243,272.96512
Official,Canon120-2,s2_88.tif,249.8069649,25.15561377,8382.600737,6.850147247,1.977544931,215.29478
Official,Canon120-2,s2_89.tif,248.3629303,29.31017503,10801.41409,6.966602325,1.831759087,350.3059
Official,Canon120-2,s2_9.tif,248.5849152,29.64817282,10643.20689,7.01599884,1.733852439,372.1403
Official,Canon120-2,s2_90.tif,250.1273003,24.77039636,9263.666065,6.961601257,1.765153376,253.90501
Official,Canon120-2,s2_91.tif,249.7811012,27.98300636,10092.69291,6.966766357,1.780432229,282.5475
Official,Canon120-2,s2_92.tif,250.6861343,25.28335074,9587.388828,7.103374481,1.619490047,254.88676
Official,Canon120-2,s2_93.tif,250.133831,26.48156758,9842.690517,6.852642059,1.979367365,265.38562
Official,Canon120-2,s2_94.tif,250.5319939,25.9794569,9402.541058,6.868232727,1.939263797,216.04591
Official,Canon120-2,s2_95.tif,251.4308891,22.83206767,8425.911875,7.119163513,1.606173776,207.20172
Official,Canon120-2,s2_96.tif,250.198555,26.76442003,9376.77675,7.048103333,1.67586481,209.00887
Official,Canon120-2,s2_97.tif,250.0438042,26.01384762,9239.784657,6.946380615,1.822086973,266.6521
Official,Canon120-2,s2_98.tif,244.370018,37.08836242,12990.30519,6.806617737,2.023570104,635.87805
Official,Canon120-2,s2_99.tif,249.8374023,26.91522524,8145.166544,6.782417297,2.15800561,203.8995
Official,Canon220,s3_1.tif,247.1637306,32.99395463,6724.545131,6.877159119,1.876523508,379.94696
Official,Canon220,s3_100.tif,250.8328476,24.02625219,8251.857753,6.893917084,1.921627807,197.66217
Official,Canon220,s3_22.tif,253.338932,13.61096718,4809.935761,7.12663269,1.586024452,62.720737
Official,Canon220,s3_24.tif,252.0649452,17.09154493,5607.922672,7.093730927,1.651230529,115.38286
Official,Canon220,s3_25.tif,249.5171509,26.79948802,8125.301693,7.098300934,1.648175848,173.90553
Official,Canon220,s3_26.tif,251.1836433,21.28317366,7424.165549,7.052055359,1.71139189,147.41386
Official,Canon220,s3_27.tif,245.9930687,32.64230463,9325.315864,7.024219513,1.845610355,228.73512
Official,Canon220,s3_28.tif,252.1358757,19.7760548,7172.869798,6.907485962,1.904442452,145.87662
Official,Canon220,s3_3.tif,249.9404449,24.14533071,7872.980823,7.209434509,1.546852345,186.82845
Official,Canon220,s3_30.tif,249.2797852,23.12263711,5804.116731,6.681732178,2.261344521,89.98169
Official,Canon220,s3_31.tif,244.864048,31.21817323,8510.094506,6.691143036,2.114077509,264.83273
Official,Canon220,s3_32.tif,251.2816963,19.0321086,6018.443113,6.932388306,1.819966322,135.12378
Official,Canon220,s3_33.tif,244.4024429,36.57423956,12819.09011,6.601200104,2.255127268,517.7887
Official,Canon220,s3_34.tif,251.8745537,18.737882,7194.810697,6.847183228,1.997876146,120.87191
Official,Canon220,s3_35.tif,248.009716,31.54753016,11264.8593,6.745388031,2.160206512,302.59286
Official,Canon220,s3_36.tif,251.2655602,21.43739946,7643.542278,7.246494293,1.527799842,171.81328
Official,Canon220,s3_37.tif,250.4075432,23.70480617,8552.210563,6.992038727,1.789084232,209.4162
Official,Canon220,s3_38.tif,251.6931801,18.80534893,6759.363166,7.013973236,1.773463114,126.019005
Official,Canon220,s3_39.tif,251.3959694,20.25479267,6993.289296,6.864578247,1.942251498,152.28305
Official,Canon220,s3_40.tif,250.6952171,20.45706144,7073.197242,6.654251099,2.291308411,140.83205
Official,Canon220,s3_41.tif,244.6785812,38.42608711,8882.568586,6.73796463,2.139563998,313.8864
Official,Canon220,s3_42.tif,247.0509682,32.81512662,9110.882992,6.707382202,2.298005636,215.46379
Official,Canon220,s3_43.tif,251.3521843,21.29321296,8130.202569,6.958049774,1.837395192,210.95149
Official,Canon220,s3_44.tif,248.7685928,28.70014893,10139.67251,6.790390015,2.062566907,334.37387
Official,Canon220,s3_45.tif,250.3749809,23.92798051,8701.026824,6.729660034,2.258671937,221.68192
Official,Canon220,s3_46.tif,249.2446251,26.96802605,10372.76048,6.729797363,2.211814685,320.9834
Official,Canon220,s3_47.tif,249.7450829,21.05307386,7510.150907,6.578193665,2.443543741,188.98265
Official,Canon220,s3_48.tif,250.9851952,17.34012441,6087.061897,6.562767029,2.563282345,121.54571
Official,Canon220,s3_49.tif,252.0802879,19.78677683,7411.157453,6.984916687,1.776302881,142.27063
Official,Canon220,s3_5.tif,252.2576332,17.36514499,6555.882554,7.218139648,1.521846503,121.67606
Official,Canon220,s3_50.tif,250.3451958,24.41472592,7676.466107,6.766647339,2.141978351,138.33038
Official,Canon220,s3_51.tif,250.3602943,23.60347397,7873.242262,6.899684906,1.864833495,222.00426
Official,Canon220,s3_52.tif,238.7827492,33.98936702,5830.407778,6.684516907,2.298039702,78.55851
Official,Canon220,s3_53.tif,249.6341743,25.44762193,8513.908539,6.735240936,2.231006904,192.34335
Official,Canon220,s3_54.tif,251.7574043,19.29070715,6807.273617,6.82529068,2.045319632,108.343475
Official,Canon220,s3_55.tif,246.6810951,25.763294,7001.459409,6.572921753,2.427290464,194.0274
Official,Canon220,s3_56.tif,244.6672516,31.44228216,9140.102362,6.514533997,2.504552606,266.68536
Official,Canon220,s3_57.tif,250.0093269,25.05538742,7887.6408,6.775074005,2.099027616,238.17729
Official,Canon220,s3_58.tif,251.3979073,20.18813469,7609.802515,6.777191162,2.159165493,176.07195
Official,Canon220,s3_59.tif,246.4907722,32.92308222,9151.105599,6.713783264,2.186416059,270.95117
Official,Canon220,s3_6.tif,253.1880913,13.64862599,5149.536979,7.182113647,1.52646171,79.30539
Official,Canon220,s3_60.tif,251.1884308,22.38875769,8324.788727,6.811408997,2.083694624,203.72145
Official,Canon220,s3_61.tif,251.7293358,19.38162891,7459.777849,6.76234436,2.209144154,162.50067
Official,Canon220,s3_62.tif,249.1018982,28.10885279,10186.70734,6.747283936,2.165757658,298.1107
Official,Canon220,s3_63.tif,246.6411438,29.46323882,10092.71058,6.125652313,2.987346756,293.9554
Official,Canon220,s3_64.tif,246.1238441,33.40421713,9126.986212,6.525062561,2.488757481,232.11089
Official,Canon220,s3_65.tif,247.0958824,30.48188675,8927.64518,7.023391724,1.82547777,225.76656
Official,Canon220,s3_66.tif,245.7177277,36.15509263,9061.696556,6.732013702,2.234945751,213.79402
Official,Canon220,s3_67.tif,231.0911865,34.78250426,6734.031084,6.302047729,2.787053847,100.23279
Official,Canon220,s3_68.tif,249.1142273,29.39590487,9381.051724,6.772258759,2.122785981,227.16083
Official,Canon220,s3_69.tif,251.1475563,22.21548231,8119.195331,6.750823975,2.234207529,221.53908
Official,Canon220,s3_7.tif,251.8653564,18.15378275,6672.604869,7.010246277,1.771115545,131.56924
Official,Canon220,s3_70.tif,243.0402908,38.59228505,13981.53545,6.406101227,2.634732094,643.7687
Official,Canon220,s3_71.tif,251.8723335,19.14527032,7116.091231,6.899429321,1.91820398,145.23366
Official,Canon220,s3_72.tif,248.6594849,29.76188655,10818.52262,6.860233307,1.979042964,355.4403
Official,Canon220,s3_73.tif,246.9426193,31.89743562,11439.52905,6.529468536,2.462028803,363.17154
Official,Canon220,s3_74.tif,251.66922,18.92982991,7057.419576,6.807231903,2.109392949,154.58582
Official,Canon220,s3_75.tif,251.9103432,18.07912304,6331.71822,6.773258209,2.218503864,114.77579
Official,Canon220,s3_76.tif,251.5166664,19.4883579,7146.515027,6.658946991,2.462570109,112.799164
Official,Canon220,s3_77.tif,247.2196465,30.08643605,9359.212956,6.821880341,2.049918028,333.89777
Official,Canon220,s3_78.tif,248.3095474,26.23531007,9011.758954,6.698158264,2.23346353,252.66315
Official,Canon220,s3_79.tif,250.4374733,23.38825777,8302.616125,6.806064606,2.087039516,221.75002
Official,Canon220,s3_80.tif,249.9322624,24.72492159,8695.605978,6.719554901,2.23048715,237.1603
Official,Canon220,s3_81.tif,248.0397606,29.46113746,9012.017189,6.671421051,2.285345589,345.16724
Official,Canon220,s3_82.tif,251.2294197,23.16029588,8767.63106,6.762428284,2.217900941,168.85768
Official,Canon220,s3_83.tif,249.1792526,27.89406115,10598.7307,6.774066925,2.110007556,341.25574
Official,Canon220,s3_84.tif,251.8991661,18.25109668,6980.296542,6.833465576,2.01350021,123.12291
Official,Canon220,s3_85.tif,249.7418785,27.28518136,8707.413426,6.831176758,2.011116186,183.65503
Official,Canon220,s3_86.tif,249.7278557,26.31199765,9339.000183,6.775543213,2.132267776,235.26886
Official,Canon220,s3_87.tif,249.9061584,25.90923661,9747.952322,6.716888428,2.29824194,275.53348
Official,Canon220,s3_88.tif,249.4542961,25.52807705,8333.987441,6.718803406,2.299971899,215.95218
Official,Canon220,s3_89.tif,247.9295006,29.9484298,10800.63929,6.815734863,2.027405143,350.89255
Official,Canon220,s3_9.tif,248.3095894,29.73500271,10507.79009,6.849372864,1.966090109,362.261
Official,Canon220,s3_90.tif,249.9131584,24.90655893,9217.415111,6.800468445,2.045427631,256.24976
Official,Canon220,s3_91.tif,249.7039185,27.52023246,9835.3896,6.79725647,2.071543512,270.30203
Official,Canon220,s3_92.tif,250.4263115,25.29423731,9524.562279,6.788475037,2.111364207,251.88377
Official,Canon220,s3_93.tif,250.0029488,25.9765279,9612.230696,6.703395844,2.303940174,253.84227
Official,Canon220,s3_94.tif,250.5039787,25.13082149,9069.55123,6.749198914,2.230301849,200.3878
Official,Canon220,s3_95.tif,251.3896484,22.13738872,8152.486092,6.863071442,1.997910313,195.22842
Official,Canon220,s3_96.tif,250.0988541,26.38104369,9108.640999,6.876537323,1.935749992,195.65103
Official,Canon220,s3_97.tif,249.9133644,25.52407788,9024.003024,6.810569763,2.100764829,253.91495
Official,Canon220,s3_98.tif,244.58564,35.85181698,12701.50977,6.637294769,2.291954218,592.3711
Official,Canon220,s3_99.tif,250.4404182,23.7894372,7745.48313,6.62833786,2.535866626,143.3438
Official,Canon9000-1,s4_1.tif,248.5615005,29.17057623,7351.588659,7.096729279,1.629044691,280.57916
Official,Canon9000-1,s4_10.tif,247.4536362,30.69044698,7764.07209,7.176120758,1.617493744,183.89212
Official,Canon9000-1,s4_11.tif,248.6417084,28.44115757,9282.42647,7.341819763,1.451108651,313.67523
Official,Canon9000-1,s4_12.tif,252.3374939,17.65632078,5968.495071,7.19285202,1.591809296,111.00491
Official,Canon9000-1,s4_13.tif,250.1132622,25.07446142,8130.808962,7.302555084,1.452001583,242.56593
Official,Canon9000-1,s4_15.tif,249.6799355,26.62833442,9871.042628,7.249130249,1.567776493,294.39133
Official,Canon9000-1,s4_16.tif,248.9843979,26.01341211,9544.053633,7.232337952,1.590560084,256.33945
Official,Canon9000-1,s4_17.tif,250.9597626,21.73840019,7897.790551,7.262485504,1.47691076,183.52426
Official,Canon9000-1,s4_2.tif,244.4213829,34.42794528,12548.75762,6.903022766,2.015907582,539.0926
Official,Canon9000-1,s4_23.tif,251.2714195,20.38976845,7213.350303,6.853767395,2.025229885,174.39386
Official,Canon9000-1,s4_29.tif,252.8031578,14.56174054,5399.785844,6.88602066,1.999631286,65.10573
Official,Canon9000-1,s4_3.tif,249.9025764,25.60768792,8590.566565,7.181842804,1.570840454,217.93594
Official,Canon9000-1,s4_4.tif,247.1958466,31.42930913,11763.11954,7.199230194,1.672173652,439.81564
Official,Canon9000-1,s4_5.tif,252.0358009,19.84544805,7542.330709,7.302810669,1.4301102,166.75949
Official,Canon9000-1,s4_7.tif,251.9940414,17.51581564,6435.744287,7.462345123,1.36841227,123.06235
Official,Canon9000-1,s4_8.tif,251.1331329,22.66172294,8196.355496,7.183403015,1.593932317,227.25926
Official,Canon9000-1,s4_9.tif,248.753849,28.87179321,10294.45887,7.252635956,1.558397542,337.8933
Official,Canon9000-2,s5_100.tif,251.9493179,18.459881,6814.776683,7.388023376,1.410268561,145.30295
Official,Canon9000-2,s5_15.tif,249.9829445,23.486842,8416.206157,7.3919487,1.460004307,207.7427
Official,Canon9000-2,s5_16.tif,249.4680634,22.37831054,8002.975171,7.276908875,1.576660909,169.92686
Official,Canon9000-2,s5_17.tif,251.150795,18.50806901,6503.28674,7.317760468,1.450920642,123.00017
Official,Canon9000-2,s5_18.tif,253.4200668,13.20061244,4965.497561,7.607158661,1.105875529,64.55474
Official,Canon9000-2,s5_20.tif,247.9691811,27.31287864,9093.563081,7.012813568,1.780843009,259.8339
Official,Canon9000-2,s5_21.tif,253.1945457,13.47295119,4932.712648,7.540222168,1.176264399,75.727776
