dataset,scanner_label,image_name,mean_intensity,std_intensity,fft_feature,lbp_mean,lbp_std,noise_variance,prnu_variance,prnu_energy,prnu_mean
Official,Canon120-1,s1_4.tif,246.21084213256836,34.00315233900982,12438.20992512564,6.774379730224609,2.0580624918074863,510.6099,657.58344,172383300.0,-0.08127594
Official,Canon120-1,s1_5.tif,251.98624420166016,20.04028406027441,7715.832794247812,6.934593200683594,1.8354642581342573,175.5831,225.51378,59120230.0,-0.10958481
Official,Canon120-1,s1_6.tif,253.24443817138672,13.834874722465909,5159.170748335009,7.622493743896484,1.0830824009723665,81.92784,104.146454,27301456.0,-0.018672943
Official,Canon120-1,s1_7.tif,251.60926818847656,21.327986932396488,8131.915731976636,6.904609680175781,1.9064387690522746,203.31404,254.03513,66597250.0,-0.114803314
Official,Canon120-1,s1_8.tif,250.6658058166504,24.626265691784774,8743.421981784133,6.833122253417969,2.11816542770424,271.05334,345.98126,90700620.0,-0.11899948
Official,Canon120-1,s1_9.tif,248.2815170288086,30.66768904002317,10773.932393296378,6.898349761962891,1.8832909205072916,389.8951,518.82855,136009660.0,-0.08412552
Official,Canon120-2,s2_1.tif,248.4374771118164,28.59652781516101,6750.670014574064,7.288745880126953,1.4347626978294208,263.92694,377.79868,99037810.0,-0.023597717
Official,Canon120-2,s2_10.tif,247.187744140625,30.636632834317325,7175.860682201919,7.422832489013672,1.4143335624019024,164.26962,226.53677,59385372.0,-0.019981384
Official,Canon120-2,s2_100.tif,251.13207626342773,23.710834705194067,8219.751440887952,7.083015441894531,1.646867098943578,188.94159,242.39282,63543500.0,-0.07979965
Official,Canon120-2,s2_11.tif,247.9948844909668,31.267048824749242,9908.281775112659,7.146213531494141,1.6009726209227753,389.74115,516.36053,135361260.0,-0.04070282
Official,Canon120-2,s2_12.tif,251.53284072875977,20.69978647851387,6799.623998465509,6.8024139404296875,1.9375254302869909,154.71521,207.15422,54308520.0,-0.12763214
Official,Canon120-2,s2_13.tif,249.77897262573242,26.810400426002733,8573.338586259726,7.018894195556641,1.6895235907556811,280.9468,374.9389,98289380.0,-0.07281494
Official,Canon120-2,s2_14.tif,249.605712890625,27.505122902931394,10287.892255084163,7.062034606933594,1.7076001014489242,330.59164,416.67596,109230216.0,-0.06529999
Official,Canon120-2,s2_15.tif,249.56867599487305,27.563163048763975,10321.700971666254,7.104106903076172,1.6461331208353671,322.18054,415.45102,108908750.0,-0.05412674
Official,Canon120-2,s2_16.tif,249.28897094726562,25.30540309347545,9466.539501203413,6.98822021484375,1.7777081786664566,255.58923,327.13803,85758060.0,-0.05463791
Official,Canon120-2,s2_17.tif,250.44463729858398,23.796268128969785,8234.453828807335,6.9337615966796875,1.813966183193426,227.88147,306.098,80243416.0,-0.08043289
Official,Canon120-2,s2_18.tif,253.2203826904297,15.694534493769053,6135.690671466648,7.317771911621094,1.3582337447034225,103.94754,134.50877,35261536.0,-0.057697296
Official,Canon120-2,s2_19.tif,250.58391189575195,23.42713183674001,8270.54358494493,7.512340545654297,1.307421464089174,188.15631,253.71797,66510756.0,-0.019054413
Official,Canon120-2,s2_2.tif,243.5932502746582,37.1769626336409,13481.315638221118,6.609546661376953,2.302011280961188,630.278,795.9043,208642960.0,-0.07266235
Official,Canon120-2,s2_20.tif,247.19437789916992,31.495729821468704,10623.78943479356,6.634483337402344,2.3341363088159617,383.28546,518.3511,135884600.0,-0.08780289
Official,Canon120-2,s2_21.tif,252.81976699829102,17.05006548417213,6276.029098947952,7.187274932861328,1.4838443640881742,139.11995,179.71698,47112964.0,-0.06849289
Official,Canon120-2,s2_22.tif,253.4183807373047,14.682167893578741,5487.367038537512,7.268505096435547,1.377937275428134,79.062004,107.96686,28303984.0,-0.06547165
Official,Canon120-2,s2_23.tif,251.42251586914062,20.43361019178253,7438.922592378576,6.967864990234375,1.8128128251957614,185.7203,229.50401,60165030.0,-0.08547974
Official,Canon120-2,s2_24.tif,252.19374084472656,18.828945364524813,6691.861904219835,7.2566680908203125,1.4536923772847368,160.59741,199.96677,52420904.0,-0.055778503
Official,Canon120-2,s2_25.tif,248.97632598876953,30.11098227401484,9560.733332778336,7.0869140625,1.621159343081864,245.8597,340.02792,89137390.0,-0.0654068
Official,Canon120-2,s2_26.tif,251.0399169921875,24.000300112166656,8710.656828446336,7.069675445556641,1.644387865338117,205.12646,274.7941,72037280.0,-0.07938385
Official,Canon120-2,s2_27.tif,246.01334762573242,34.943862488379224,10620.290557444816,6.899059295654297,1.893099096275079,301.28122,391.68558,102679040.0,-0.06249237
Official,Canon120-2,s2_28.tif,252.29029083251953,20.107148345356297,7291.311146542325,7.230792999267578,1.4473826400687133,153.61154,206.67485,54179610.0,-0.063179016
Official,Canon120-2,s2_29.tif,253.07537841796875,13.906173537478097,5338.025412105114,7.021862030029297,1.7428570706411968,65.03258,85.21548,22340968.0,-0.09246826
Official,Canon120-2,s2_3.tif,249.2708396911621,26.119636945433445,8280.008160502028,7.381351470947266,1.3986934488857685,207.50247,289.79477,75968070.0,-0.020694733
Official,Canon120-2,s2_30.tif,249.93502044677734,21.705685525396095,5594.1483239290465,6.984111785888672,1.793926786517436,80.51021,112.79828,29570598.0,-0.06771469
Official,Canon120-2,s2_31.tif,245.02929306030273,34.02075000029232,10229.065184668865,6.723751068115234,2.046345538761594,359.54102,488.52518,128064980.0,-0.062633514
Official,Canon120-2,s2_32.tif,251.23108291625977,21.611817917851734,7039.907496223194,6.97265625,1.7454950385743009,181.71072,242.57603,63591812.0,-0.086315155
Official,Canon120-2,s2_33.tif,245.08233261108398,35.690846943427246,12675.398192322797,6.767662048339844,2.02351971878027,505.77505,656.65936,172140180.0,-0.056983948
Official,Canon120-2,s2_34.tif,251.24501419067383,22.13595413191634,8119.073530723058,7.04559326171875,1.6716708555544253,171.33258,228.79384,59978570.0,-0.07879257
Official,Canon120-2,s2_35.tif,248.17979431152344,32.232895207250294,11557.0021430903,7.0422515869140625,1.7109419830663073,315.64392,428.9532,112448670.0,-0.06706238
Official,Canon120-2,s2_36.tif,250.9611358642578,24.723026261823616,9108.867381312113,7.209278106689453,1.5226883597140042,251.47684,329.15726,86287550.0,-0.060035706
Official,Canon120-2,s2_37.tif,250.3412857055664,26.13542577123881,9876.002888750512,7.074680328369141,1.656304105298452,283.21777,368.62964,96635270.0,-0.06833267
Official,Canon120-2,s2_38.tif,251.47947311401367,21.785785704764123,8138.786748649574,6.962825775146484,1.7975550016589095,192.71544,245.53651,64368616.0,-0.10128784
Official,Canon120-2,s2_39.tif,251.64730072021484,20.07067439601158,6911.868399101868,7.199192047119141,1.477884386895843,151.10272,202.44904,53071570.0,-0.05393219
Official,Canon120-2,s2_4.tif,247.41035079956055,28.696357450317077,10513.043225920523,7.2744598388671875,1.6426201172466421,335.9479,430.84985,112944744.0,-0.013504028
Official,Canon120-2,s2_40.tif,251.0257911682129,20.631352469462747,7183.78060468996,6.872989654541016,1.9090997031558485,143.29663,192.49055,50461572.0,-0.07122803
Official,Canon120-2,s2_41.tif,244.29867553710938,40.27867966554159,8816.034692875824,6.930290222167969,1.8179199458961632,332.8222,450.79813,118175016.0,-0.061660767
Official,Canon120-2,s2_42.tif,246.8914909362793,34.1205690999037,9266.31612647959,6.906719207763672,1.8986444604784811,236.22713,310.14706,81305430.0,-0.092487335
Official,Canon120-2,s2_43.tif,251.46567916870117,21.417879982500526,8247.116548561056,7.160820007324219,1.5966078922734972,214.17316,263.65192,69115790.0,-0.06296539
Official,Canon120-2,s2_44.tif,248.75736236572266,29.72244094026718,10586.150861969554,7.02093505859375,1.7318626101035848,358.01215,464.5092,121769410.0,-0.064689636
Official,Canon120-2,s2_45.tif,250.57387161254883,24.007185772286476,8627.157512527017,7.017665863037109,1.7228479969950776,227.40044,294.12326,77104160.0,-0.075855255
Official,Canon120-2,s2_46.tif,249.54402542114258,27.17853139710471,10500.209351325535,7.054817199707031,1.7202389201189643,332.5482,422.76755,110826940.0,-0.061157227
Official,Canon120-2,s2_47.tif,250.10544967651367,21.14965645933524,7622.891360874131,6.746196746826172,2.0793331523903413,192.25734,248.708,65199052.0,-0.08168793
Official,Canon120-2,s2_48.tif,251.32485961914062,17.313337610669294,6163.097468520158,6.716297149658203,2.1933617536347145,123.12278,160.18497,41994210.0,-0.10098648
Official,Canon120-2,s2_49.tif,252.27113723754883,19.893940220396296,7484.840204223209,7.1838531494140625,1.531570106661298,148.11156,195.95648,51370110.0,-0.070365906
Official,Canon120-2,s2_5.tif,251.97386932373047,20.452843649295882,7891.407882536698,7.1646728515625,1.527115704812198,183.48929,236.06737,61884800.0,-0.06637573
Official,Canon120-2,s2_50.tif,250.44158554077148,25.197981591559085,7921.208466897171,6.958251953125,1.7741720384086728,148.56125,209.00478,54791496.0,-0.09069824
Official,Canon120-2,s2_51.tif,250.33120727539062,24.45041678134047,8165.778625575204,7.079261779785156,1.6320823664959463,239.54655,322.4037,84517250.0,-0.06354904
Official,Canon120-2,s2_52.tif,240.42981338500977,31.111940433070888,5746.89991384305,6.870574951171875,2.1312154790087057,77.29196,106.37513,27886534.0,-0.059822083
Official,Canon120-2,s2_53.tif,249.8172492980957,26.2395987084951,8786.191279220295,7.0183563232421875,1.7151169759517306,211.49208,286.0048,74976220.0,-0.08192825
Official,Canon120-2,s2_54.tif,251.89044189453125,19.537286712713417,7019.052179440326,7.024379730224609,1.7047449527996767,114.97798,157.13957,41195416.0,-0.09202576
Official,Canon120-2,s2_55.tif,247.15413284301758,25.6462074363009,7043.748648842827,6.718273162841797,2.1414059541946693,199.00092,263.44833,69063380.0,-0.086940765
Official,Canon120-2,s2_56.tif,244.25123977661133,33.33736055125839,9714.058969488735,6.676494598388672,2.2192056747091957,319.24335,426.0824,111696790.0,-0.08377075
Official,Canon120-2,s2_57.tif,250.9253921508789,22.149997087714123,7607.811749527309,7.0453643798828125,1.688034003410672,194.15376,254.83313,66804216.0,-0.06865692
Official,Canon120-2,s2_58.tif,251.56635665893555,20.50693354942312,7740.705430702986,7.0900726318359375,1.6648545707643443,185.60362,230.02724,60301652.0,-0.07286453
Official,Canon120-2,s2_59.tif,246.41161727905273,34.055867815216075,9342.820951180049,6.879016876220703,1.8799799794585315,288.16177,385.03204,100935520.0,-0.07984924
Official,Canon120-2,s2_6.tif,253.2574920654297,13.864320137859949,5216.133820769614,7.673866271972656,1.0335621626586886,80.84642,103.17513,27046794.0,-0.014392853
Official,Canon120-2,s2_60.tif,251.38467407226562,22.861759499293502,8534.328360448122,7.233203887939453,1.4871845157236294,214.62524,281.05618,73678024.0,-0.056404114
Official,Canon120-2,s2_61.tif,251.94721221923828,19.69223125684476,7613.592197438237,7.113544464111328,1.6226829430675622,170.11952,211.32231,55398280.0,-0.07317352
Official,Canon120-2,s2_62.tif,249.1996955871582,28.78204584076065,10565.689562977645,7.137653350830078,1.6197704722849193,318.47607,426.34702,111765110.0,-0.055332184
Official,Canon120-2,s2_63.tif,247.48838806152344,29.126325366157126,10143.497313088365,6.322093963623047,2.7923711364721333,300.10226,407.5987,106850760.0,-0.06781769
Official,Canon120-2,s2_64.tif,246.3050079345703,33.67690158708976,9265.709074837203,6.63958740234375,2.2920187902674263,235.96274,329.48773,86375740.0,-0.0978775
Official,Canon120-2,s2_65.tif,246.6408348083496,33.84087939540743,10719.760086201686,6.919490814208984,1.8812212196088964,336.3934,435.97888,114290700.0,-0.07445145
Official,Canon120-2,s2_66.tif,245.64404678344727,37.299518347353875,9320.636991670823,7.07403564453125,1.71861362674857,238.05643,313.21558,82108696.0,-0.06454468
Official,Canon120-2,s2_67.tif,233.32905960083008,32.92595294971025,6835.512220532224,6.435916900634766,2.6649826782220183,101.02352,134.31636,35211016.0,-0.054908752
Official,Canon120-2,s2_68.tif,249.43388748168945,29.87539278060737,9537.922038283617,7.143959045410156,1.6031257537712857,238.20343,305.0449,79966776.0,-0.063884735
Official,Canon120-2,s2_69.tif,251.14998245239258,22.942962922275107,8360.902718559164,6.919151306152344,1.8586285725857208,234.33142,300.6434,78814630.0,-0.1027565
Official,Canon120-2,s2_7.tif,251.78392028808594,18.653243022824434,6855.212156117163,7.534542083740234,1.2960058349544723,136.74463,173.75526,45548988.0,-0.018218994
Official,Canon120-2,s2_70.tif,243.06827545166016,39.56450938473508,14314.209272768556,6.618522644042969,2.2814201408165227,674.75275,856.08264,224418450.0,-0.07569122
Official,Canon120-2,s2_71.tif,251.84514999389648,19.889553012888804,7341.418216584831,7.103977203369141,1.6270022376944462,155.2771,198.99086,52165650.0,-0.07319641
Official,Canon120-2,s2_72.tif,248.71497344970703,30.23743470229235,11020.731745889978,7.097652435302734,1.6898755289645202,368.10336,478.72366,125495320.0,-0.055286407
Official,Canon120-2,s2_73.tif,247.35079193115234,32.167564359010115,11683.582449847829,6.805606842041016,1.980386808608611,380.8525,521.8683,136806300.0,-0.0792923
Official,Canon120-2,s2_74.tif,251.91658782958984,18.98786218429419,7121.178989590814,7.138500213623047,1.6118742833207145,160.0335,197.20316,51696896.0,-0.06916809
Official,Canon120-2,s2_75.tif,252.03500366210938,18.11855973168052,6443.2699884754575,6.911060333251953,1.8641300433291714,114.89661,151.51082,39720732.0,-0.108291626
Official,Canon120-2,s2_76.tif,251.83248901367188,19.840046046569707,7291.554985004229,6.8485870361328125,2.0409475136644524,120.090866,162.20088,42524276.0,-0.12783813
Official,Canon120-2,s2_77.tif,247.1488380432129,30.909501403548155,9547.417828089552,6.879631042480469,1.9535388994197505,361.99197,474.7653,124458230.0,-0.07229996
Official,Canon120-2,s2_78.tif,248.01911544799805,28.927178156450193,9357.194597627325,6.880897521972656,2.0060974466486923,322.45624,420.03476,110110780.0,-0.06647873
Official,Canon120-2,s2_79.tif,250.30379104614258,24.64297541813942,8587.104099259992,6.961341857910156,1.7979894624641695,252.7927,324.69586,85119010.0,-0.085689545
Official,Canon120-2,s2_8.tif,251.21002578735352,21.040339971252898,7294.0101116062715,7.461265563964844,1.3253053285102034,175.0313,228.94365,60016330.0,-0.022636414
Official,Canon120-2,s2_80.tif,249.91864013671875,26.342912201820855,9028.668640718242,7.005390167236328,1.7670216489519144,271.6329,360.53607,94513490.0,-0.06443405
Official,Canon120-2,s2_81.tif,247.77277755737305,31.32156956424231,9265.999695278453,6.953617095947266,1.779552017448052,389.81046,531.55084,139344260.0,-0.072280884
Official,Canon120-2,s2_82.tif,251.2415313720703,24.029113531668,9036.137588008769,6.909107208251953,1.8678486030652215,184.36758,249.4591,65397612.0,-0.11395264
Official,Canon120-2,s2_83.tif,249.24945831298828,28.366308480825946,10804.907664274277,6.944236755371094,1.8441149881324392,355.0296,448.03217,117450536.0,-0.07785416
Official,Canon120-2,s2_84.tif,251.9722671508789,18.62350973858896,7110.757922452066,6.899486541748047,1.9058022604383367,128.30925,168.11993,44074130.0,-0.09749222
Official,Canon120-2,s2_85.tif,249.81988525390625,27.758108497604137,8815.358438820094,6.988811492919922,1.747958692028457,193.37148,254.77103,66788844.0,-0.09059143
Official,Canon120-2,s2_86.tif,249.8892364501953,26.884109292465283,9617.24045052497,7.084819793701172,1.6579178750702188,253.70155,344.2287,90238780.0,-0.07057953
Official,Canon120-2,s2_87.tif,250.35638427734375,25.63771695475507,9790.68669330798,6.949737548828125,1.8142352427621729,272.96512,356.02997,93333260.0,-0.09070587
Official,Canon120-2,s2_88.tif,249.80696487426758,25.15561377388491,8382.6007367737,6.850147247314453,1.9775449308518769,215.29478,281.97925,73922344.0,-0.110507965
Official,Canon120-2,s2_89.tif,248.36293029785156,29.31017502868556,10801.414085006174,6.966602325439453,1.831759086759431,350.3059,446.00336,116918130.0,-0.06339264
Official,Canon120-2,s2_9.tif,248.5849151611328,29.6481728226226,10643.206891238684,7.015998840332031,1.7338524392948367,372.1403,492.26437,129045110.0,-0.05981064
Official,Canon120-2,s2_90.tif,250.12730026245117,24.770396362304542,9263.666064859724,6.961601257324219,1.7651533764301157,253.90501,327.8417,85943144.0,-0.07283783
Official,Canon120-2,s2_91.tif,249.78110122680664,27.983006356697615,10092.69290938782,6.966766357421875,1.7804322287009644,282.5475,379.97073,99609200.0,-0.09115982
Official,Canon120-2,s2_92.tif,250.6861343383789,25.28335074137131,9587.388827908204,7.103374481201172,1.6194900469872253,254.88676,333.53943,87436710.0,-0.07136917
Official,Canon120-2,s2_93.tif,250.13383102416992,26.481567580146056,9842.690516904673,6.852642059326172,1.979367364818431,265.38562,348.13986,91265920.0,-0.10914612
Official,Canon120-2,s2_94.tif,250.5319938659668,25.979456904319985,9402.541058079814,6.868232727050781,1.9392637972263214,216.04591,288.622,75664080.0,-0.116539
Official,Canon120-2,s2_95.tif,251.43088912963867,22.832067665841365,8425.911874585821,7.119163513183594,1.6061737757013541,207.20172,267.26517,70063330.0,-0.07265091
Official,Canon120-2,s2_96.tif,250.19855499267578,26.764420033613362,9376.776749982448,7.048103332519531,1.675864809998916,209.00887,296.57993,77748460.0,-0.083545685
Official,Canon120-2,s2_97.tif,250.04380416870117,26.01384762462179,9239.784656532942,6.946380615234375,1.8220869732644092,266.6521,351.39548,92118550.0,-0.09440994
Official,Canon120-2,s2_98.tif,244.3700180053711,37.088362420305636,12990.3051940487,6.806617736816406,2.023570104123308,635.87805,795.3829,208505620.0,-0.05527115
Official,Canon120-2,s2_99.tif,249.83740234375,26.91522523890286,8145.16654431734,6.782417297363281,2.158005609781689,203.8995,278.67117,73055780.0,-0.120224
Official,Canon220,s3_1.tif,247.1637306213379,32.993954625999194,6724.545131398165,6.877159118652344,1.876523508181139,379.94696,538.04706,141047310.0,-0.07646942
Official,Canon220,s3_100.tif,250.83284759521484,24.026252194414543,8251.857753471528,6.893917083740234,1.9216278067870678,197.66217,252.47563,66190628.0,-0.14697647
Official,Canon220,s3_22.tif,253.33893203735352,13.610967178484128,4809.93576105853,7.1266326904296875,1.586024451617503,62.720737,86.960106,22797996.0,-0.08575821
Official,Canon220,s3_24.tif,252.06494522094727,17.091544927340124,5607.922671552857,7.093730926513672,1.6512305293984917,115.38286,148.05235,38812396.0,-0.072029114
Official,Canon220,s3_25.tif,249.51715087890625,26.799488023568287,8125.301693182338,7.098300933837891,1.6481758475371022,173.90553,246.86522,64715000.0,-0.054130554
Official,Canon220,s3_26.tif,251.18364334106445,21.283173661050117,7424.165549454038,7.052055358886719,1.71139188967939,147.41386,201.92683,52935476.0,-0.077381134
Official,Canon220,s3_27.tif,245.99306869506836,32.64230463060022,9325.315864169472,7.024219512939453,1.8456103547208282,228.73512,305.01453,79958210.0,-0.04334259
Official,Canon220,s3_28.tif,252.1358757019043,19.77605479627083,7172.869797695451,6.9074859619140625,1.9044424519158822,145.87662,196.79529,51592468.0,-0.11985397
Official,Canon220,s3_3.tif,249.94044494628906,24.14533070559584,7872.980823026315,7.209434509277344,1.5468523447821816,186.82845,258.96576,67886740.0,-0.039791107
Official,Canon220,s3_30.tif,249.27978515625,23.122637112499987,5804.116731022953,6.681732177734375,2.2613445210797334,89.98169,126.26123,33101648.0,-0.10746002
Official,Canon220,s3_31.tif,244.8640480041504,31.218173234245928,8510.09450602639,6.691143035888672,2.114077509182495,264.83273,364.3274,95507150.0,-0.0592041
Official,Canon220,s3_32.tif,251.28169631958008,19.03210859547699,6018.44311305466,6.9323883056640625,1.8199663221257245,135.12378,181.43791,47564644.0,-0.082359314
Official,Canon220,s3_33.tif,244.4024429321289,36.57423956181791,12819.09010915034,6.601200103759766,2.2551272676061047,517.7887,676.4738,177343920.0,-0.19875717
