filepath,label,scanner_name,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,fft_band_0,fft_band_1,fft_band_2,fft_band_3,fft_band_4,wavelet_0,wavelet_1,wavelet_2,wavelet_3,wavelet_4,wavelet_5,mean,std,skew,kurt,mad,p5,p95,entropy
processed\residual\Canon120-1\150\s1_18.png,0,Canon120-1,0.0013275146484375,0.000396728515625,1.52587890625e-05,3.0517578125e-05,1.52587890625e-05,7.62939453125e-05,0.000152587890625,0.000732421875,0.0005950927734375,0.0107421875,0.0013427734375,0.0150604248046875,0.0082855224609375,0.0841064453125,0.086456298828125,0.0440673828125,0.6456146240234375,0.100982666015625,0.06405315548181534,0.1906464546918869,0.3153802454471588,0.34317538142204285,0.08672939985990524,0.09537613391876221,0.08648554235696793,0.0700681284070015,0.22268494963645935,0.2922389507293701,0.2331462949514389,0.0,0.26785555481910706,-22.811901092529297,940.046875,0.0,0.0256195068359375,0.0256195068359375,0.12672045826911926
processed\residual\Canon120-1\150\s1_19.png,0,Canon120-1,0.0241241455078125,0.0099639892578125,0.000518798828125,7.62939453125e-05,4.57763671875e-05,0.0001983642578125,0.000213623046875,0.0008392333984375,0.0007171630859375,0.0153656005859375,0.0030517578125,0.0243377685546875,0.016815185546875,0.0847015380859375,0.10174560546875,0.062103271484375,0.3442840576171875,0.3108978271484375,0.05993221700191498,0.18337276577949524,0.3156624436378479,0.3507440388202667,0.09027346968650818,0.04025714099407196,0.06782323867082596,0.06399603188037872,0.22477686405181885,0.2890142798423767,0.3141324520111084,0.0,0.5240828990936279,-1.683436393737793,41.70055389404297,0.0,-0.954833984375,0.045166015625,0.505185067653656
processed\residual\Canon120-1\150\s1_2.png,0,Canon120-1,0.0082244873046875,0.0046844482421875,0.0007781982421875,7.62939453125e-05,7.62939453125e-05,0.0001983642578125,0.0003204345703125,0.00103759765625,0.000701904296875,0.011627197265625,0.0020294189453125,0.0146484375,0.0090789794921875,0.0852203369140625,0.0958251953125,0.054168701171875,0.5771484375,0.1341552734375,0.06044897437095642,0.18684685230255127,0.31642061471939087,0.34791693091392517,0.08835405856370926,0.05806990712881088,0.08786242455244064,0.059088900685310364,0.2020382136106491,0.38305649161338806,0.20988406240940094,0.0,0.38294658064842224,-4.075654983520508,89.34469604492188,0.0,0.02569580078125,0.02569580078125,0.30225035548210144
processed\residual\Canon120-1\150\s1_20.png,0,Canon120-1,0.02069091796875,0.0062103271484375,0.000274658203125,0.0001068115234375,6.103515625e-05,0.0002593994140625,0.000244140625,0.0011749267578125,0.0010833740234375,0.01654052734375,0.0040283203125,0.026519775390625,0.0184478759765625,0.0853118896484375,0.0952911376953125,0.05670166015625,0.321197509765625,0.345855712890625,0.06113988161087036,0.1839461624622345,0.3158627152442932,0.34905004501342773,0.08998779952526093,0.04033035784959793,0.07660350203514099,0.06673179566860199,0.23469775915145874,0.27944159507751465,0.3021949827671051,0.0,0.500063955783844,-2.4966650009155273,30.47992706298828,0.0,-0.92694091796875,0.07305908203125,0.49470919370651245
processed\residual\Canon120-1\150\s1_21.png,0,Canon120-1,0.0059661865234375,0.0009002685546875,1.52587890625e-05,0.0,0.0,0.0001220703125,0.000213623046875,0.000579833984375,0.000335693359375,0.0134429931640625,0.001129150390625,0.0153350830078125,0.0085601806640625,0.073944091796875,0.081695556640625,0.0406646728515625,0.6641693115234375,0.092926025390625,0.0630238726735115,0.18986262381076813,0.3179650604724884,0.34279865026474,0.08633778244256973,0.06078236177563667,0.0881182849407196,0.09100129455327988,0.20296259224414825,0.32948699593544006,0.22764846682548523,0.0,0.26060405373573303,-11.736348152160645,366.1807861328125,0.0,0.0183868408203125,0.0183868408203125,0.15720126032829285
processed\residual\Canon120-1\150\s1_22.png,0,Canon120-1,0.00396728515625,0.0018157958984375,9.1552734375e-05,3.0517578125e-05,4.57763671875e-05,0.0001068115234375,0.00018310546875,0.0005645751953125,0.0003814697265625,0.0125274658203125,0.0010833740234375,0.0142364501953125,0.00701904296875,0.0681304931640625,0.0746917724609375,0.04022216796875,0.69879150390625,0.07611083984375,0.06224634870886803,0.18884514272212982,0.3153076171875,0.3459906280040741,0.08759624511003494,0.0658620297908783,0.07194352149963379,0.07023746520280838,0.2511795163154602,0.26061949133872986,0.28015798330307007,0.0,0.2741156220436096,-8.431507110595703,269.258056640625,0.0,0.01641845703125,0.01641845703125,0.1474979966878891
processed\residual\Canon120-1\150\s1_23.png,0,Canon120-1,0.0063018798828125,0.003570556640625,0.00030517578125,0.0007781982421875,0.0001678466796875,0.000335693359375,0.00018310546875,0.0008697509765625,0.0006256103515625,0.012542724609375,0.0015716552734375,0.0165863037109375,0.0099945068359375,0.0792236328125,0.08074951171875,0.044281005859375,0.595916748046875,0.14599609375,0.0645480826497078,0.18917116522789001,0.32099446654319763,0.3401857614517212,0.08508411794900894,0.11704004555940628,0.041930921375751495,0.03275265544652939,0.5481746196746826,0.15001565217971802,0.11008609086275101,0.0,0.5290030241012573,-3.9737932682037354,58.2047233581543,0.0,0.04656982421875,0.04656982421875,0.35440441966056824
processed\residual\Canon120-1\150\s1_24.png,0,Canon120-1,0.009674072265625,0.003326416015625,0.0,0.0,1.52587890625e-05,7.62939453125e-05,0.00018310546875,0.0003509521484375,0.000457763671875,0.0130462646484375,0.0009002685546875,0.016082763671875,0.00799560546875,0.071441650390625,0.074859619140625,0.040252685546875,0.6312255859375,0.1301116943359375,0.06089727208018303,0.18816547095775604,0.3180260956287384,0.34601086378097534,0.08688802272081375,0.048938073217868805,0.08343011140823364,0.06616458296775818,0.2098555862903595,0.3219873309135437,0.2696243226528168,0.0,0.319720059633255,-6.776434421539307,184.71954345703125,0.0,0.0206146240234375,0.0206146240234375,0.22649504244327545
processed\residual\Canon120-1\150\s1_25.png,0,Canon120-1,0.0120697021484375,0.003509521484375,0.0004425048828125,4.57763671875e-05,0.0,6.103515625e-05,0.00018310546875,0.0004730224609375,0.0005340576171875,0.0126800537109375,0.000946044921875,0.015106201171875,0.006927490234375,0.0731201171875,0.092559814453125,0.0491790771484375,0.62884521484375,0.1033172607421875,0.057966288179159164,0.1855185329914093,0.3179522156715393,0.3491523861885071,0.08939402550458908,0.03403671458363533,0.07125386595726013,0.07640893012285233,0.21530704200267792,0.3079168200492859,0.2950766384601593,0.0,0.32949402928352356,-3.56889009475708,164.31825256347656,0.0,0.0095672607421875,0.0095672607421875,0.23645707964897156
processed\residual\Canon120-1\150\s1_26.png,0,Canon120-1,0.004486083984375,0.0012054443359375,9.1552734375e-05,0.0,0.0,0.0001068115234375,0.0002899169921875,0.0005035400390625,0.0004730224609375,0.01251220703125,0.0009765625,0.0150146484375,0.007293701171875,0.07989501953125,0.083709716796875,0.043731689453125,0.6557159423828125,0.093994140625,0.06158259138464928,0.18825826048851013,0.3168177306652069,0.34604647755622864,0.08727823197841644,0.061947666108608246,0.053636811673641205,0.05206528306007385,0.24289382994174957,0.2725549638271332,0.31690147519111633,0.0,0.2786041498184204,-12.678878784179688,434.8448791503906,0.0,0.019561767578125,0.019561767578125,0.15603521466255188
processed\residual\Canon120-1\150\s1_27.png,0,Canon120-1,0.00567626953125,0.0027618408203125,0.000579833984375,0.000213623046875,3.0517578125e-05,9.1552734375e-05,0.000152587890625,0.00048828125,0.000457763671875,0.0134429931640625,0.0008544921875,0.0151824951171875,0.0052642822265625,0.05499267578125,0.061981201171875,0.036468505859375,0.7369232177734375,0.0644378662109375,0.06083652004599571,0.18790872395038605,0.31862178444862366,0.3468463718891144,0.0857744887471199,0.06048692762851715,0.06676212698221207,0.05098023638129234,0.2673739790916443,0.308173805475235,0.24622292816638947,0.0,0.3515971899032593,-0.27966421842575073,137.50901794433594,0.0,0.0046234130859375,0.0046234130859375,0.19640761613845825
processed\residual\Canon120-1\150\s1_28.png,0,Canon120-1,0.0057373046875,0.0020751953125,4.57763671875e-05,0.0,1.52587890625e-05,4.57763671875e-05,0.0001983642578125,0.000396728515625,0.000518798828125,0.012420654296875,0.0009918212890625,0.0151519775390625,0.008148193359375,0.0769500732421875,0.0863494873046875,0.0450286865234375,0.6463775634765625,0.09954833984375,0.06227763369679451,0.18886779248714447,0.31425905227661133,0.34670770168304443,0.08787142485380173,0.05665968731045723,0.06079229712486267,0.07128997147083282,0.22637206315994263,0.2978459596633911,0.28704002499580383,0.0,0.28216126561164856,-14.41269588470459,528.006103515625,0.0,0.0196685791015625,0.0196685791015625,0.17295663058757782
processed\residual\Canon120-1\150\s1_29.png,0,Canon120-1,0.0041656494140625,0.0038299560546875,0.001007080078125,0.0003662109375,0.0001220703125,0.00042724609375,0.0004119873046875,0.001129150390625,0.0006256103515625,0.0142059326171875,0.0025177001953125,0.0173187255859375,0.0083770751953125,0.0667266845703125,0.070953369140625,0.0384521484375,0.66943359375,0.0999298095703125,0.06682935357093811,0.19260120391845703,0.31623780727386475,0.3399639129638672,0.08435485512018204,0.07628380507230759,0.10707519203424454,0.057502381503582,0.27139198780059814,0.27471792697906494,0.2130286991596222,0.0,0.36432772874832153,-6.67787504196167,126.14901733398438,0.0,0.027923583984375,0.027923583984375,0.2616468071937561
processed\residual\Canon120-1\150\s1_3.png,0,Canon120-1,0.010223388671875,0.00433349609375,0.000152587890625,1.52587890625e-05,0.0,0.000152587890625,0.0001678466796875,0.0005340576171875,0.00042724609375,0.01287841796875,0.001617431640625,0.01715087890625,0.0093994140625,0.0817413330078125,0.089569091796875,0.04718017578125,0.5778656005859375,0.1465911865234375,0.058785680681467056,0.18484723567962646,0.31711727380752563,0.34927719831466675,0.08995717018842697,0.038661401718854904,0.06590040028095245,0.08361559361219406,0.2146119922399521,0.28673940896987915,0.31047120690345764,0.0,0.36078837513923645,-4.1404619216918945,91.39933013916016,0.0,0.0247955322265625,0.0247955322265625,0.2654973566532135
processed\residual\Canon120-1\150\s1_30.png,0,Canon120-1,0.0093536376953125,0.0066375732421875,0.0011138916015625,0.00048828125,0.000213623046875,0.0004730224609375,0.000335693359375,0.001434326171875,0.0008544921875,0.0174102783203125,0.0045318603515625,0.0290985107421875,0.01031494140625,0.05242919921875,0.0579986572265625,0.037353515625,0.6113739013671875,0.1585845947265625,0.06847584247589111,0.19471332430839539,0.3163617253303528,0.337741881608963,0.08269987255334854,0.11676204204559326,0.1468845009803772,0.021640118211507797,0.27470332384109497,0.36935657262802124,0.07065344601869583,0.0,0.9290575981140137,-6.661143779754639,63.88377380371094,0.0,-0.8903656005859375,0.1096343994140625,0.47999343276023865
processed\residual\Canon120-1\150\s1_31.png,0,Canon120-1,0.018646240234375,0.004669189453125,0.000244140625,6.103515625e-05,0.0,0.0001068115234375,0.000152587890625,0.000732421875,0.0006561279296875,0.0141754150390625,0.0024566650390625,0.019927978515625,0.015838623046875,0.0935211181640625,0.1076202392578125,0.054718017578125,0.440765380859375,0.2257080078125,0.05842173844575882,0.18486763536930084,0.3184501528739929,0.3496210277080536,0.08862253278493881,0.035302598029375076,0.07571329921483994,0.06300997734069824,0.21705316007137299,0.317877858877182,0.29104310274124146,0.0,0.3931087851524353,-3.5260000228881836,93.70653533935547,0.0,-0.965850830078125,0.034149169921875,0.36200711131095886
processed\residual\Canon120-1\150\s1_32.png,0,Canon120-1,0.013519287109375,0.004150390625,0.0001068115234375,6.103515625e-05,1.52587890625e-05,0.0002288818359375,0.0001678466796875,0.001007080078125,0.0011444091796875,0.014404296875,0.004058837890625,0.0309295654296875,0.016021728515625,0.0839080810546875,0.089080810546875,0.0499267578125,0.4409637451171875,0.25030517578125,0.0640626773238182,0.18886612355709076,0.3155856132507324,0.3444976806640625,0.08697313070297241,0.07987311482429504,0.06381246447563171,0.053602565079927444,0.36912983655929565,0.2305883914232254,0.20299363136291504,0.0,0.495999813079834,-6.02274751663208,81.84630584716797,0.0,-0.9341583251953125,0.0658416748046875,0.38121533393859863
processed\residual\Canon120-1\150\s1_33.png,0,Canon120-1,0.0072479248046875,0.0019378662109375,6.103515625e-05,3.0517578125e-05,0.0,7.62939453125e-05,0.0001373291015625,0.0005645751953125,0.00042724609375,0.0132904052734375,0.001708984375,0.017608642578125,0.0090179443359375,0.0728912353515625,0.075531005859375,0.03887939453125,0.633880615234375,0.126708984375,0.06037384271621704,0.18643680214881897,0.31747204065322876,0.34682461619377136,0.08887826651334763,0.051627956330776215,0.06619194149971008,0.0650702714920044,0.2170311063528061,0.3075457215309143,0.2925329804420471,0.0,0.2871111333370209,-6.096741676330566,148.18695068359375,0.0,0.02581787109375,0.02581787109375,0.2106882929801941
processed\residual\Canon120-1\150\s1_34.png,0,Canon120-1,0.0058441162109375,0.0018157958984375,0.0001068115234375,1.52587890625e-05,3.0517578125e-05,0.0001678466796875,0.000244140625,0.000579833984375,0.00042724609375,0.012420654296875,0.0012664794921875,0.0143890380859375,0.00689697265625,0.0659942626953125,0.070220947265625,0.0368499755859375,0.6941070556640625,0.088623046875,0.06062097102403641,0.18763482570648193,0.3175980746746063,0.3462684750556946,0.08786694705486298,0.052838247269392014,0.09593076258897781,0.07409868389368057,0.24107852578163147,0.29389840364456177,0.24215538799762726,0.0,0.24837881326675415,-6.495326995849609,206.90011596679688,0.0,0.016082763671875,0.016082763671875,0.1661234200000763
processed\residual\Canon120-1\150\s1_35.png,0,Canon120-1,0.0030364990234375,0.0009918212890625,0.0001068115234375,1.52587890625e-05,1.52587890625e-05,6.103515625e-05,0.0001983642578125,0.000518798828125,0.000579833984375,0.0124664306640625,0.0011444091796875,0.0145721435546875,0.005889892578125,0.0691680908203125,0.0734405517578125,0.038116455078125,0.7021026611328125,0.07757568359375,0.061205215752124786,0.18620559573173523,0.3164520561695099,0.34910231828689575,0.08702652156352997,0.06087343394756317,0.059813257306814194,0.06258191913366318,0.29537609219551086,0.23574279248714447,0.2856125235557556,0.0,0.2329980731010437,-8.782143592834473,292.3008117675781,0.0,0.0171051025390625,0.0171051025390625,0.13536474108695984
processed\residual\Canon120-1\150\s1_36.png,0,Canon120-1,0.0010223388671875,4.57763671875e-05,0.0,0.0,1.52587890625e-05,9.1552734375e-05,0.0001678466796875,0.0006561279296875,0.00042724609375,0.011962890625,0.0012664794921875,0.0140380859375,0.0068359375,0.0774688720703125,0.07940673828125,0.0398101806640625,0.68951416015625,0.0772705078125,0.06403078138828278,0.19105416536331177,0.3146871030330658,0.3431960642337799,0.0870167538523674,0.07170870155096054,0.08827116340398788,0.06530671566724777,0.3017193675041199,0.24247324466705322,0.2305207997560501,0.0,0.2585960626602173,-26.93860626220703,1261.757568359375,0.0,0.0222625732421875,0.0222625732421875,0.10465250164270401
processed\residual\Canon120-1\150\s1_37.png,0,Canon120-1,0.0062408447265625,0.002593994140625,1.52587890625e-05,3.0517578125e-05,0.0,0.000152587890625,0.000152587890625,0.000762939453125,0.0006561279296875,0.0118560791015625,0.0015716552734375,0.014984130859375,0.0072784423828125,0.0767974853515625,0.0913848876953125,0.050018310546875,0.6345367431640625,0.1009674072265625,0.06195339933037758,0.18740969896316528,0.3139379024505615,0.34723159670829773,0.08945377916097641,0.04712904617190361,0.07574506103992462,0.0526798814535141,0.24317125976085663,0.2805294990539551,0.30074524879455566,0.0,0.2643190622329712,-14.447388648986816,676.2874145507812,0.0,0.0176239013671875,0.0176239013671875,0.17685800790786743
processed\residual\Canon120-1\150\s1_38.png,0,Canon120-1,0.001708984375,0.000396728515625,4.57763671875e-05,4.57763671875e-05,0.0,0.000213623046875,0.0001678466796875,0.0008697509765625,0.0003662109375,0.011077880859375,0.001983642578125,0.0138702392578125,0.0089569091796875,0.083892822265625,0.0835418701171875,0.042083740234375,0.654571533203125,0.0962066650390625,0.0642930343747139,0.19252875447273254,0.31694352626800537,0.34139665961265564,0.08482570201158524,0.0888400450348854,0.07381605356931686,0.06986559927463531,0.2622452676296234,0.28897029161453247,0.21626275777816772,0.0,0.2561114430427551,-15.277952194213867,452.2574157714844,0.0,0.0247955322265625,0.0247955322265625,0.13126924633979797
processed\residual\Canon120-1\150\s1_39.png,0,Canon120-1,0.0147705078125,0.004974365234375,4.57763671875e-05,1.52587890625e-05,0.0,9.1552734375e-05,0.0002288818359375,0.0007476806640625,0.00054931640625,0.0125885009765625,0.002410888671875,0.0189666748046875,0.010894775390625,0.084686279296875,0.0886077880859375,0.0491485595703125,0.51507568359375,0.196197509765625,0.061845120042562485,0.18791936337947845,0.3157746493816376,0.3466150760650635,0.0878317728638649,0.06171233952045441,0.0713522732257843,0.06210124492645264,0.251193642616272,0.3067984879016876,0.24684201180934906,0.0,0.4799959659576416,-7.026619911193848,152.8319091796875,0.0,0.03802490234375,0.03802490234375,0.33701127767562866
processed\residual\Canon120-1\150\s1_4.png,0,Canon120-1,0.0070953369140625,0.001861572265625,0.0,0.0,0.0,0.0001068115234375,0.0001373291015625,0.0004119873046875,0.000274658203125,0.0132598876953125,0.000701904296875,0.0155181884765625,0.0073089599609375,0.0626983642578125,0.0715789794921875,0.0378570556640625,0.6810760498046875,0.1001129150390625,0.06049054116010666,0.18667183816432953,0.31719648838043213,0.3471387028694153,0.08848699182271957,0.05435812100768089,0.06828558444976807,0.06920992583036423,0.23486843705177307,0.2961939871311188,0.27708396315574646,0.0,0.2624151408672333,-7.168331146240234,219.3488006591797,0.0,0.016143798828125,0.016143798828125,0.17683160305023193
processed\residual\Canon120-1\150\s1_40.png,0,Canon120-1,0.01495361328125,0.010009765625,0.001312255859375,0.0012359619140625,0.0006866455078125,0.0009918212890625,0.0010223388671875,0.0015411376953125,0.0015716552734375,0.0261383056640625,0.004913330078125,0.0477294921875,0.00848388671875,0.04498291015625,0.0526580810546875,0.0484771728515625,0.4597320556640625,0.2735595703125,0.07075032591819763,0.1938721388578415,0.31453147530555725,0.3369753956794739,0.08385652303695679,0.3019842505455017,0.0729600191116333,0.018769582733511925,0.3952726423740387,0.14857450127601624,0.062438976019620895,0.0,1.0757240056991577,-5.131603717803955,37.706539154052734,0.0,-1.8116912841796875,0.1883087158203125,0.7058524489402771
processed\residual\Canon120-1\150\s1_41.png,0,Canon120-1,0.0217132568359375,0.00830078125,0.0005645751953125,9.1552734375e-05,4.57763671875e-05,0.000152587890625,0.0001678466796875,0.0006561279296875,0.000457763671875,0.0133209228515625,0.001953125,0.017822265625,0.011810302734375,0.0808563232421875,0.1015167236328125,0.054168701171875,0.4627532958984375,0.2236480712890625,0.0562170147895813,0.1853756457567215,0.31939563155174255,0.3500525951385498,0.08894912898540497,0.038350313901901245,0.07284707576036453,0.06916531920433044,0.20436187088489532,0.32477959990501404,0.2904958426952362,0.0,0.47927236557006836,-1.264095425605774,39.38655090332031,0.0,-0.974609375,0.025390625,0.4248120188713074
processed\residual\Canon120-1\150\s1_42.png,0,Canon120-1,0.0072021484375,0.003692626953125,0.0006256103515625,0.000213623046875,3.0517578125e-05,0.0001678466796875,0.000244140625,0.0007171630859375,0.00054931640625,0.0125732421875,0.0016632080078125,0.0164947509765625,0.00823974609375,0.07891845703125,0.0836639404296875,0.04461669921875,0.6193695068359375,0.1210174560546875,0.057108279317617416,0.18924477696418762,0.3200110197067261,0.3466351330280304,0.08698338270187378,0.059739213436841965,0.07742003351449966,0.07017489522695541,0.2524469792842865,0.3112563490867615,0.22896252572536469,0.0,0.5345772504806519,-1.21573805809021,80.17223358154297,0.0,0.0248870849609375,0.0248870849609375,0.29392459988594055
processed\residual\Canon120-1\150\s1_43.png,0,Canon120-1,0.000762939453125,0.0001373291015625,0.0,0.0,3.0517578125e-05,0.0001373291015625,0.0001678466796875,0.000701904296875,0.000732421875,0.0121612548828125,0.0013275146484375,0.013641357421875,0.006011962890625,0.0654449462890625,0.0681304931640625,0.034423828125,0.7372589111328125,0.058929443359375,0.0652436688542366,0.1929096132516861,0.3150864541530609,0.3411034941673279,0.08564634621143341,0.08244892954826355,0.07577210664749146,0.060367342084646225,0.28346773982048035,0.24672019481658936,0.25122368335723877,0.0,0.21880531311035156,-20.0482177734375,648.3054809570312,0.0,0.01849365234375,0.01849365234375,0.09019939601421356
